pedido_id,carrinho_id,cliente_id,data_pedido,valor_subtotal,valor_frete,valor_desconto,valor_total,metodo_pagamento,status_pedido,origem_recuperacao,resgate_id,created_at
1077,3590,717,2026-03-24 17:21:00+00:00,263.14,9.99,36.51,236.62,boleto,entregue,True,,2026-03-24 17:21:00+00:00
1078,3593,547,2026-01-13 07:20:00+00:00,71.99,38.64,0.0,110.63,pix,confirmado,False,,2026-01-13 07:20:00+00:00
1079,3594,1487,2026-06-23 22:13:00+00:00,197.95,33.55,23.19,208.31,cartao_credito,entregue,True,,2026-06-23 22:13:00+00:00
1080,3596,192,2026-06-21 18:10:00+00:00,138.62,33.0,0.0,171.62,cartao_credito,entregue,False,,2026-06-21 18:10:00+00:00
1081,3600,594,2026-02-04 19:10:00+00:00,76.83,15.11,0.0,91.94,pix,entregue,False,,2026-02-04 19:10:00+00:00
1082,3604,560,2026-06-13 10:46:00+00:00,153.29,41.28,8.07,186.5,boleto,entregue,True,,2026-06-13 10:46:00+00:00
1083,3605,1330,2026-05-16 13:38:00+00:00,24.53,21.44,0.0,45.97,cartao_debito,entregue,False,,2026-05-16 13:38:00+00:00
1084,3607,1362,2026-05-07 21:46:00+00:00,1026.98,15.86,150.66,892.18,cartao_credito,confirmado,True,,2026-05-07 21:46:00+00:00
1085,3610,1258,2026-06-03 15:19:00+00:00,41.04,15.22,3.15,53.11,cartao_credito,enviado,True,,2026-06-03 15:19:00+00:00
1086,3612,612,2026-05-14 21:44:00+00:00,16.38,24.85,0.0,41.23,boleto,confirmado,False,,2026-05-14 21:44:00+00:00
1087,3616,179,2026-06-05 21:52:00+00:00,350.66,31.94,0.0,382.6,pix,entregue,False,,2026-06-05 21:52:00+00:00
1088,3618,1216,2026-05-17 15:51:00+00:00,427.58,24.89,0.0,452.47,pix,entregue,False,,2026-05-17 15:51:00+00:00
1089,3623,665,2026-04-05 11:23:00+00:00,46.78,27.3,4.61,69.47,boleto,cancelado,True,,2026-04-05 11:23:00+00:00
1090,3625,1360,2026-02-21 15:56:00+00:00,707.64,0.0,0.0,707.64,pix,confirmado,False,,2026-02-21 15:56:00+00:00
1091,3629,306,2026-05-04 11:19:00+00:00,698.04,30.44,1007.32,1.0,cartao_credito,entregue,False,,2026-05-04 11:19:00+00:00
1092,3635,1106,2026-05-23 08:17:00+00:00,305.38,15.12,45.48,275.02,pix,entregue,True,,2026-05-23 08:17:00+00:00
1093,3639,792,2026-05-27 23:16:00+00:00,204.08,38.82,14.17,228.73,cartao_credito,entregue,True,,2026-05-27 23:16:00+00:00
1094,3644,768,2026-06-22 23:06:00+00:00,845.19,31.56,0.0,876.75,cartao_credito,entregue,False,,2026-06-22 23:06:00+00:00
1095,3646,368,2026-05-20 06:47:00+00:00,602.91,29.54,83.44,549.01,cartao_credito,confirmado,True,,2026-05-20 06:47:00+00:00
1096,3647,605,2026-05-14 06:48:00+00:00,586.72,39.04,835.0,1.0,cartao_credito,confirmado,True,,2026-05-14 06:48:00+00:00
1097,3651,1171,2026-03-13 15:55:00+00:00,78.91,12.8,0.0,91.71,cartao_credito,entregue,False,,2026-03-13 15:55:00+00:00
1098,3654,992,2026-06-14 09:24:00+00:00,772.67,12.54,95.73,689.48,pix,enviado,True,,2026-06-14 09:24:00+00:00
1099,3665,947,2026-06-24 18:01:00+00:00,44.42,25.05,0.0,69.47,cartao_credito,entregue,False,,2026-06-24 18:01:00+00:00
1100,3666,124,2026-03-15 14:49:00+00:00,161.6,31.74,21.77,171.57,cartao_credito,entregue,True,,2026-03-15 14:49:00+00:00
1101,3667,1277,2026-01-09 13:49:00+00:00,79.55,15.72,8.33,86.94,cartao_debito,entregue,True,,2026-01-09 13:49:00+00:00
1102,3668,14,2026-03-13 14:39:00+00:00,104.27,29.28,11.38,122.17,cartao_credito,confirmado,True,,2026-03-13 14:39:00+00:00
1103,3670,1238,2026-05-21 08:57:00+00:00,309.85,18.95,0.0,328.8,cartao_credito,entregue,False,,2026-05-21 08:57:00+00:00
1104,3671,1086,2026-04-01 22:30:00+00:00,308.65,32.88,0.0,341.53,cartao_credito,enviado,False,,2026-04-01 22:30:00+00:00
1105,3674,1278,2026-03-23 12:35:00+00:00,374.36,36.06,0.0,410.42,cartao_credito,confirmado,False,,2026-03-23 12:35:00+00:00
1106,3678,1251,2026-04-21 12:43:00+00:00,261.38,0.0,26.75,234.63,boleto,enviado,True,,2026-04-21 12:43:00+00:00
1107,3679,1136,2026-03-13 16:30:00+00:00,647.26,25.74,81.03,591.97,pix,confirmado,True,,2026-03-13 16:30:00+00:00
1108,3699,984,2026-04-27 00:33:00+00:00,785.12,42.14,0.0,827.26,pix,enviado,False,,2026-04-27 00:33:00+00:00
1109,3701,1055,2026-03-07 16:10:00+00:00,865.91,43.69,0.0,909.6,boleto,entregue,False,,2026-03-07 16:10:00+00:00
1110,3704,1066,2026-02-19 17:07:00+00:00,58.49,0.0,0.0,58.49,cartao_credito,enviado,False,,2026-02-19 17:07:00+00:00
1111,3714,623,2026-03-05 23:29:00+00:00,743.08,21.56,0.0,764.64,cartao_credito,entregue,False,,2026-03-05 23:29:00+00:00
1112,3719,668,2026-04-24 12:01:00+00:00,373.97,12.14,0.0,386.11,boleto,entregue,False,,2026-04-24 12:01:00+00:00
1113,3721,110,2026-03-12 10:18:00+00:00,517.17,17.63,0.0,534.8,pix,enviado,False,,2026-03-12 10:18:00+00:00
1114,3722,670,2026-06-17 21:48:00+00:00,160.83,0.0,0.0,160.83,cartao_credito,enviado,False,,2026-06-17 21:48:00+00:00
1115,3725,813,2026-01-16 07:11:00+00:00,424.71,35.84,0.0,460.55,pix,entregue,False,,2026-01-16 07:11:00+00:00
1116,3727,90,2026-03-16 20:36:00+00:00,871.95,10.46,0.0,882.41,cartao_credito,confirmado,False,,2026-03-16 20:36:00+00:00
1117,3732,1116,2026-06-22 19:04:00+00:00,774.23,26.81,0.0,801.04,cartao_credito,entregue,False,,2026-06-22 19:04:00+00:00
1118,3733,1083,2026-01-07 19:44:00+00:00,639.91,8.73,50.67,597.97,boleto,confirmado,True,,2026-01-07 19:44:00+00:00
1119,3734,1153,2026-01-11 12:55:00+00:00,211.69,20.59,0.0,232.28,pix,entregue,False,,2026-01-11 12:55:00+00:00
1120,3737,125,2026-03-15 11:54:00+00:00,721.64,43.73,0.0,765.37,cartao_credito,entregue,False,,2026-03-15 11:54:00+00:00
1121,3741,1165,2026-05-14 13:00:00+00:00,275.84,22.37,0.0,298.21,boleto,entregue,False,,2026-05-14 13:00:00+00:00
1122,3742,461,2026-04-11 13:05:00+00:00,475.97,31.56,0.0,507.53,pix,enviado,False,,2026-04-11 13:05:00+00:00
1123,3743,383,2026-03-28 18:09:00+00:00,108.77,14.16,0.0,122.93,pix,enviado,False,,2026-03-28 18:09:00+00:00
1124,3749,1429,2026-06-03 10:06:00+00:00,210.51,21.58,0.0,232.09,cartao_credito,enviado,False,,2026-06-03 10:06:00+00:00
1125,3750,1127,2026-04-13 23:36:00+00:00,603.45,41.16,0.0,644.61,cartao_credito,confirmado,False,,2026-04-13 23:36:00+00:00
1126,3753,1038,2026-01-07 21:18:00+00:00,139.89,33.85,0.0,173.74,pix,entregue,False,,2026-01-07 21:18:00+00:00
1127,3755,604,2026-03-12 18:11:00+00:00,34.37,23.12,0.0,57.49,cartao_credito,entregue,False,,2026-03-12 18:11:00+00:00
1128,3757,736,2026-04-22 10:00:00+00:00,122.97,22.47,12.76,132.68,pix,entregue,True,,2026-04-22 10:00:00+00:00
1129,3759,496,2026-06-14 19:04:00+00:00,246.2,22.31,0.0,268.51,boleto,entregue,False,,2026-06-14 19:04:00+00:00
1130,3763,947,2026-04-06 00:13:00+00:00,741.86,22.94,0.0,764.8,pix,entregue,False,,2026-04-06 00:13:00+00:00
1131,3764,1472,2026-05-12 09:16:00+00:00,499.94,7.69,0.0,507.63,pix,entregue,False,,2026-05-12 09:16:00+00:00
1132,3765,1117,2026-04-19 01:01:00+00:00,496.89,20.38,0.0,517.27,cartao_credito,entregue,False,,2026-04-19 01:01:00+00:00
1133,3768,283,2026-01-14 13:06:00+00:00,384.9,33.96,0.0,418.86,boleto,entregue,False,,2026-01-14 13:06:00+00:00
1134,3773,686,2026-05-06 10:53:00+00:00,73.68,26.79,6.38,94.09,cartao_debito,enviado,True,,2026-05-06 10:53:00+00:00
1135,3778,1148,2026-04-26 16:23:00+00:00,231.63,18.07,0.0,249.7,cartao_credito,confirmado,False,,2026-04-26 16:23:00+00:00
1136,3781,427,2026-03-18 15:36:00+00:00,93.13,41.7,0.0,134.83,cartao_credito,cancelado,False,,2026-03-18 15:36:00+00:00
1137,3786,1013,2026-05-21 19:35:00+00:00,340.34,6.37,33.96,312.75,pix,entregue,True,,2026-05-21 19:35:00+00:00
1138,3796,1281,2026-01-04 07:28:00+00:00,194.96,23.96,0.0,218.92,cartao_credito,entregue,False,,2026-01-04 07:28:00+00:00
1139,3801,1307,2026-06-09 09:16:00+00:00,159.45,17.31,15.77,160.99,pix,entregue,True,,2026-06-09 09:16:00+00:00
1140,3802,900,2026-06-24 07:52:00+00:00,244.62,27.38,0.0,272.0,pix,confirmado,False,,2026-06-24 07:52:00+00:00
1141,3807,1092,2026-03-14 19:47:00+00:00,452.11,9.7,0.0,461.81,pix,entregue,False,,2026-03-14 19:47:00+00:00
1142,3814,1371,2026-04-26 00:00:00+00:00,495.76,37.31,0.0,533.07,pix,entregue,False,,2026-04-26 00:00:00+00:00
1143,3817,30,2026-03-27 14:30:00+00:00,142.66,8.9,0.0,151.56,boleto,enviado,False,,2026-03-27 14:30:00+00:00
1144,3818,271,2026-04-28 14:01:00+00:00,14.05,6.29,0.0,20.34,cartao_credito,entregue,False,,2026-04-28 14:01:00+00:00
1145,3820,464,2026-02-05 15:34:00+00:00,437.23,16.21,0.0,453.44,cartao_debito,entregue,False,,2026-02-05 15:34:00+00:00
1146,3821,426,2026-06-07 14:11:00+00:00,507.94,17.47,65.93,459.48,cartao_credito,enviado,True,,2026-06-07 14:11:00+00:00
1147,3844,311,2026-06-23 14:42:00+00:00,437.38,19.65,0.0,457.03,cartao_credito,entregue,False,,2026-06-23 14:42:00+00:00
1148,3846,1102,2026-04-28 10:28:00+00:00,333.7,16.52,0.0,350.22,cartao_credito,entregue,False,,2026-04-28 10:28:00+00:00
1149,3848,1198,2026-04-15 11:43:00+00:00,59.99,35.6,0.0,95.59,cartao_debito,enviado,False,,2026-04-15 11:43:00+00:00
1150,3852,603,2026-04-21 12:32:00+00:00,249.27,42.69,0.0,291.96,boleto,entregue,False,,2026-04-21 12:32:00+00:00
1151,3861,376,2026-05-03 13:55:00+00:00,87.16,21.55,0.0,108.71,pix,entregue,False,,2026-05-03 13:55:00+00:00
1152,3862,25,2026-06-15 16:42:00+00:00,478.8,25.17,45.04,458.93,cartao_credito,enviado,True,,2026-06-15 16:42:00+00:00
1153,3864,1425,2026-05-07 23:43:00+00:00,214.45,19.03,0.0,233.48,cartao_credito,confirmado,False,,2026-05-07 23:43:00+00:00
1154,3869,419,2026-01-19 16:17:00+00:00,182.6,27.12,0.0,209.72,cartao_credito,entregue,False,,2026-01-19 16:17:00+00:00
1155,3874,1460,2026-05-19 10:49:00+00:00,114.69,33.46,13.26,134.89,boleto,confirmado,True,,2026-05-19 10:49:00+00:00
1156,3878,317,2026-03-25 06:51:00+00:00,395.46,7.16,0.0,402.62,cartao_credito,entregue,False,,2026-03-25 06:51:00+00:00
1157,3888,186,2026-03-13 12:51:00+00:00,581.14,11.94,0.0,593.08,boleto,cancelado,False,,2026-03-13 12:51:00+00:00
1158,3890,623,2026-02-26 23:20:00+00:00,695.15,26.41,0.0,721.56,cartao_credito,entregue,False,,2026-02-26 23:20:00+00:00
1159,3894,138,2026-01-04 21:09:00+00:00,354.57,40.41,0.0,394.98,boleto,entregue,False,,2026-01-04 21:09:00+00:00
1160,3896,61,2026-03-15 17:37:00+00:00,755.95,19.83,0.0,775.78,pix,entregue,False,,2026-03-15 17:37:00+00:00
1161,3904,649,2026-03-08 18:40:00+00:00,124.11,24.75,18.41,130.45,cartao_credito,enviado,True,,2026-03-08 18:40:00+00:00
1162,3914,1078,2026-04-17 17:18:00+00:00,414.81,7.59,0.0,422.4,cartao_debito,enviado,False,,2026-04-17 17:18:00+00:00
1163,3916,1319,2026-05-12 19:20:00+00:00,169.28,19.06,0.0,188.34,cartao_credito,entregue,False,,2026-05-12 19:20:00+00:00
1164,3918,138,2026-03-05 20:35:00+00:00,423.83,24.59,0.0,448.42,pix,enviado,False,,2026-03-05 20:35:00+00:00
1165,3921,845,2026-06-26 12:48:00+00:00,1020.11,16.96,0.0,1037.07,cartao_credito,entregue,False,,2026-06-26 12:48:00+00:00
1166,3924,894,2026-05-24 19:09:00+00:00,249.44,26.68,0.0,276.12,cartao_debito,entregue,False,,2026-05-24 19:09:00+00:00
1167,3925,378,2026-05-20 10:44:00+00:00,79.76,40.42,0.0,120.18,cartao_credito,enviado,False,,2026-05-20 10:44:00+00:00
1168,3926,1202,2026-04-16 23:40:00+00:00,278.82,16.84,0.0,295.66,cartao_debito,cancelado,False,,2026-04-16 23:40:00+00:00
1169,3940,1009,2026-04-20 15:55:00+00:00,465.8,25.53,53.06,438.27,cartao_debito,entregue,True,,2026-04-20 15:55:00+00:00
1170,3941,292,2026-01-14 19:21:00+00:00,46.58,26.31,0.0,72.89,boleto,entregue,False,,2026-01-14 19:21:00+00:00
1171,3946,1084,2026-04-21 09:34:00+00:00,188.22,44.74,0.0,232.96,pix,cancelado,False,,2026-04-21 09:34:00+00:00
1172,3949,1121,2026-06-25 08:43:00+00:00,207.67,37.55,0.0,245.22,cartao_credito,confirmado,False,,2026-06-25 08:43:00+00:00
1173,3952,554,2026-02-08 13:54:00+00:00,112.37,30.29,0.0,142.66,cartao_credito,entregue,False,,2026-02-08 13:54:00+00:00
1174,3954,1002,2026-03-05 18:31:00+00:00,329.49,21.29,48.37,302.41,boleto,entregue,True,,2026-03-05 18:31:00+00:00
1175,3957,367,2026-05-25 20:18:00+00:00,748.2,5.4,94.5,659.1,cartao_credito,cancelado,True,,2026-05-25 20:18:00+00:00
1176,3959,440,2026-01-18 17:48:00+00:00,79.86,34.23,0.0,114.09,cartao_credito,enviado,False,,2026-01-18 17:48:00+00:00
1177,3960,1143,2026-01-02 22:24:00+00:00,0.0,26.06,0.0,26.06,pix,entregue,False,,2026-01-02 22:24:00+00:00
1178,3962,763,2026-01-12 23:39:00+00:00,903.43,24.41,0.0,927.84,cartao_credito,enviado,False,,2026-01-12 23:39:00+00:00
1179,3965,1336,2026-05-27 20:15:00+00:00,503.3,24.5,0.0,527.8,cartao_credito,entregue,False,,2026-05-27 20:15:00+00:00
1180,3978,748,2026-04-24 23:36:00+00:00,162.13,31.13,0.0,193.26,cartao_credito,entregue,False,,2026-04-24 23:36:00+00:00
1181,3979,157,2026-03-23 08:30:00+00:00,155.31,5.51,0.0,160.82,boleto,entregue,False,,2026-03-23 08:30:00+00:00
1182,3980,297,2026-02-26 21:55:00+00:00,685.64,41.55,0.0,727.19,pix,entregue,False,,2026-02-26 21:55:00+00:00
1183,3981,22,2026-04-11 21:53:00+00:00,135.51,0.0,0.0,135.51,boleto,confirmado,False,,2026-04-11 21:53:00+00:00
1184,3987,180,2026-01-12 22:51:00+00:00,186.08,18.41,0.0,204.49,cartao_credito,confirmado,False,,2026-01-12 22:51:00+00:00
1185,3988,927,2026-04-21 11:47:00+00:00,289.77,0.0,0.0,289.77,pix,entregue,False,,2026-04-21 11:47:00+00:00
1186,4000,899,2026-01-05 22:20:00+00:00,383.53,22.15,0.0,405.68,cartao_credito,entregue,False,,2026-01-05 22:20:00+00:00
1187,4004,748,2026-06-26 18:01:00+00:00,259.69,19.89,0.0,279.58,cartao_credito,confirmado,False,,2026-06-26 18:01:00+00:00
1188,4011,7,2026-03-28 21:50:00+00:00,452.13,35.07,0.0,487.2,cartao_credito,entregue,False,,2026-03-28 21:50:00+00:00
1189,4014,449,2026-03-09 08:32:00+00:00,322.46,25.03,0.0,347.49,cartao_credito,entregue,False,,2026-03-09 08:32:00+00:00
1190,4020,270,2026-04-03 16:26:00+00:00,266.17,15.28,0.0,281.45,cartao_debito,entregue,False,,2026-04-03 16:26:00+00:00
1191,4030,1127,2026-03-25 14:35:00+00:00,102.01,41.35,132.58,10.78,boleto,entregue,False,,2026-03-25 14:35:00+00:00
1192,4031,1468,2026-05-10 21:56:00+00:00,536.81,20.12,0.0,556.93,cartao_credito,enviado,False,,2026-05-10 21:56:00+00:00
1193,4033,1497,2026-03-18 14:25:00+00:00,442.2,9.22,0.0,451.42,cartao_debito,entregue,False,,2026-03-18 14:25:00+00:00
1194,4034,77,2026-06-13 20:04:00+00:00,106.2,11.27,0.0,117.47,cartao_credito,entregue,False,,2026-06-13 20:04:00+00:00
1195,4035,242,2026-05-08 16:52:00+00:00,261.74,8.7,0.0,270.44,cartao_credito,confirmado,False,,2026-05-08 16:52:00+00:00
1196,4050,867,2026-01-25 14:46:00+00:00,505.22,10.71,0.0,515.93,cartao_credito,enviado,False,,2026-01-25 14:46:00+00:00
1197,4052,225,2026-05-09 13:51:00+00:00,205.84,12.88,0.0,218.72,cartao_credito,entregue,False,,2026-05-09 13:51:00+00:00
1198,4056,993,2026-06-27 09:40:00+00:00,93.01,36.07,0.0,129.08,boleto,entregue,False,,2026-06-27 09:40:00+00:00
1199,4059,64,2026-05-24 17:51:00+00:00,492.01,31.34,0.0,523.35,pix,entregue,False,,2026-05-24 17:51:00+00:00
1200,4062,391,2026-06-06 12:35:00+00:00,358.22,31.58,0.0,389.8,cartao_credito,entregue,False,,2026-06-06 12:35:00+00:00
1201,4063,278,2026-06-18 11:35:00+00:00,130.04,10.8,0.0,140.84,cartao_credito,enviado,False,,2026-06-18 11:35:00+00:00
1202,4068,695,2026-04-17 09:57:00+00:00,24.86,0.0,0.0,24.86,pix,entregue,False,,2026-04-17 09:57:00+00:00
1203,4071,980,2026-03-14 12:01:00+00:00,261.08,14.54,0.0,275.62,cartao_credito,entregue,False,,2026-03-14 12:01:00+00:00
1204,4075,359,2026-03-08 17:31:00+00:00,198.35,17.92,18.49,197.78,cartao_credito,entregue,True,,2026-03-08 17:31:00+00:00
1205,4077,1261,2026-05-18 12:24:00+00:00,132.91,32.15,0.0,165.06,pix,entregue,False,,2026-05-18 12:24:00+00:00
1206,4079,826,2026-03-23 11:36:00+00:00,422.54,23.21,0.0,445.75,cartao_credito,entregue,False,,2026-03-23 11:36:00+00:00
1207,4080,523,2026-01-22 12:40:00+00:00,460.77,11.08,0.0,471.85,cartao_credito,entregue,False,,2026-01-22 12:40:00+00:00
1208,4082,1064,2026-02-27 16:45:00+00:00,545.1,7.29,0.0,552.39,boleto,confirmado,False,,2026-02-27 16:45:00+00:00
1209,4083,178,2026-02-16 18:50:00+00:00,111.4,39.62,0.0,151.02,pix,entregue,False,,2026-02-16 18:50:00+00:00
1210,4084,1174,2026-04-17 08:47:00+00:00,574.02,33.93,82.96,524.99,pix,entregue,True,,2026-04-17 08:47:00+00:00
1211,4093,562,2026-04-05 07:43:00+00:00,592.8,13.02,31.21,574.61,cartao_credito,cancelado,True,,2026-04-05 07:43:00+00:00
1212,4094,1301,2026-06-17 22:40:00+00:00,52.02,8.71,2.91,57.82,cartao_debito,entregue,True,,2026-06-17 22:40:00+00:00
1213,4101,1499,2026-02-26 09:11:00+00:00,325.76,7.71,0.0,333.47,cartao_credito,enviado,False,,2026-02-26 09:11:00+00:00
1214,4105,697,2026-05-18 23:57:00+00:00,246.39,12.23,0.0,258.62,cartao_credito,entregue,False,,2026-05-18 23:57:00+00:00
1215,4107,1450,2026-02-21 15:35:00+00:00,245.66,32.65,35.09,243.22,pix,enviado,True,,2026-02-21 15:35:00+00:00
1216,4108,718,2026-03-10 19:22:00+00:00,114.07,32.66,0.0,146.73,cartao_credito,entregue,False,,2026-03-10 19:22:00+00:00
1217,4110,1136,2026-05-11 16:42:00+00:00,192.38,37.68,25.46,204.6,pix,entregue,True,,2026-05-11 16:42:00+00:00
1218,4112,566,2026-06-08 11:14:00+00:00,374.75,38.07,0.0,412.82,cartao_credito,entregue,False,,2026-06-08 11:14:00+00:00
1219,4116,1288,2026-01-10 21:51:00+00:00,644.46,11.96,0.0,656.42,cartao_debito,entregue,False,,2026-01-10 21:51:00+00:00
1220,4119,451,2026-05-20 17:17:00+00:00,178.45,0.0,14.88,163.57,cartao_debito,cancelado,True,,2026-05-20 17:17:00+00:00
1221,4123,326,2026-03-07 09:33:00+00:00,56.41,43.47,0.0,99.88,pix,entregue,False,,2026-03-07 09:33:00+00:00
1222,4125,1227,2026-04-28 10:53:00+00:00,208.82,7.87,0.0,216.69,cartao_credito,entregue,False,,2026-04-28 10:53:00+00:00
1223,4126,934,2026-02-02 23:01:00+00:00,523.71,12.34,963.04,1.0,cartao_credito,entregue,True,,2026-02-02 23:01:00+00:00
1224,4129,458,2026-01-21 22:56:00+00:00,649.29,16.06,0.0,665.35,cartao_credito,entregue,False,,2026-01-21 22:56:00+00:00
1225,4131,1017,2026-06-02 10:14:00+00:00,542.88,28.76,0.0,571.64,cartao_credito,entregue,False,,2026-06-02 10:14:00+00:00
1226,4133,1263,2026-05-10 07:38:00+00:00,276.99,25.81,0.0,302.8,cartao_credito,confirmado,True,3518,2026-05-10 07:38:00+00:00
1227,4134,106,2026-05-04 00:17:00+00:00,225.4,7.16,0.0,232.56,pix,enviado,False,,2026-05-04 00:17:00+00:00
1228,4139,836,2026-04-01 20:40:00+00:00,414.88,7.99,0.0,422.87,boleto,entregue,False,,2026-04-01 20:40:00+00:00
1229,4151,1017,2026-01-02 18:03:00+00:00,385.01,9.77,0.0,394.78,pix,entregue,False,,2026-01-02 18:03:00+00:00
1230,4155,303,2026-06-18 16:34:00+00:00,716.06,36.82,0.0,752.88,cartao_debito,entregue,False,,2026-06-18 16:34:00+00:00
1231,4156,617,2026-05-23 00:38:00+00:00,782.15,41.19,0.0,823.34,pix,confirmado,False,,2026-05-23 00:38:00+00:00
1232,4158,159,2026-02-28 10:23:00+00:00,139.81,19.29,0.0,159.1,cartao_credito,enviado,False,,2026-02-28 10:23:00+00:00
1233,4161,23,2026-02-26 17:49:00+00:00,44.43,17.29,0.0,61.72,cartao_credito,entregue,False,,2026-02-26 17:49:00+00:00
1234,4164,544,2026-06-03 09:29:00+00:00,106.43,13.28,0.0,119.71,pix,entregue,False,,2026-06-03 09:29:00+00:00
1235,4169,579,2026-03-15 11:53:00+00:00,267.57,20.1,0.0,287.67,pix,entregue,False,,2026-03-15 11:53:00+00:00
1236,4175,267,2026-05-18 21:43:00+00:00,177.06,33.04,11.06,199.04,pix,enviado,True,,2026-05-18 21:43:00+00:00
1237,4179,1012,2026-04-26 23:09:00+00:00,425.47,13.24,0.0,438.71,cartao_credito,entregue,False,,2026-04-26 23:09:00+00:00
1238,4186,662,2026-02-28 10:38:00+00:00,1002.83,37.48,0.0,1040.31,cartao_credito,enviado,False,,2026-02-28 10:38:00+00:00
1239,4189,17,2026-06-21 14:05:00+00:00,264.44,12.26,0.0,276.7,boleto,confirmado,False,,2026-06-21 14:05:00+00:00
1240,4194,1010,2026-06-07 13:23:00+00:00,200.65,23.59,0.0,224.24,pix,entregue,False,,2026-06-07 13:23:00+00:00
1241,4200,531,2026-05-16 09:01:00+00:00,405.12,31.96,0.0,437.08,boleto,enviado,False,,2026-05-16 09:01:00+00:00
1242,4206,1364,2026-04-18 06:38:00+00:00,602.19,24.07,67.96,558.3,cartao_credito,entregue,True,,2026-04-18 06:38:00+00:00
1243,4208,1490,2026-04-09 18:39:00+00:00,84.49,19.59,5.57,98.51,boleto,entregue,True,,2026-04-09 18:39:00+00:00
1244,4209,1052,2026-05-01 12:54:00+00:00,164.17,25.63,22.4,167.4,cartao_debito,enviado,True,,2026-05-01 12:54:00+00:00
1245,4215,1424,2026-02-15 08:43:00+00:00,223.35,15.5,0.0,238.85,cartao_debito,confirmado,False,,2026-02-15 08:43:00+00:00
1246,4216,337,2026-05-06 18:30:00+00:00,684.4,37.95,0.0,722.35,pix,entregue,False,,2026-05-06 18:30:00+00:00
1247,4226,294,2026-04-22 20:52:00+00:00,180.19,36.62,0.0,216.81,boleto,entregue,False,,2026-04-22 20:52:00+00:00
1248,4228,1038,2026-03-09 14:40:00+00:00,68.13,30.76,9.58,89.31,cartao_debito,confirmado,True,,2026-03-09 14:40:00+00:00
1249,4230,51,2026-04-16 16:40:00+00:00,111.11,9.32,0.0,120.43,pix,enviado,False,,2026-04-16 16:40:00+00:00
1250,4231,1217,2026-02-13 08:31:00+00:00,224.34,37.5,0.0,261.84,pix,cancelado,False,,2026-02-13 08:31:00+00:00
1251,4250,18,2026-04-04 17:50:00+00:00,529.14,24.67,0.0,553.81,boleto,entregue,False,,2026-04-04 17:50:00+00:00
1252,4256,260,2026-02-06 12:26:00+00:00,163.74,39.24,0.0,202.98,cartao_credito,enviado,False,,2026-02-06 12:26:00+00:00
1253,4258,676,2026-02-15 12:20:00+00:00,126.33,15.92,10.45,131.8,boleto,entregue,True,,2026-02-15 12:20:00+00:00
1254,4264,891,2026-06-19 18:23:00+00:00,85.58,0.0,0.0,85.58,pix,cancelado,False,,2026-06-19 18:23:00+00:00
1255,4267,1435,2026-04-20 16:28:00+00:00,543.56,36.24,33.8,546.0,pix,entregue,True,,2026-04-20 16:28:00+00:00
1256,4269,470,2026-05-14 18:29:00+00:00,63.73,25.7,4.77,84.66,boleto,enviado,True,,2026-05-14 18:29:00+00:00
1257,4273,416,2026-04-26 23:28:00+00:00,601.4,38.15,0.0,639.55,pix,entregue,False,,2026-04-26 23:28:00+00:00
1258,4274,1179,2026-06-04 14:45:00+00:00,138.91,19.34,0.0,158.25,pix,entregue,False,,2026-06-04 14:45:00+00:00
1259,4276,960,2026-05-23 10:28:00+00:00,467.56,23.93,0.0,491.49,pix,confirmado,False,,2026-05-23 10:28:00+00:00
1260,4278,14,2026-06-12 18:03:00+00:00,169.32,11.97,0.0,181.29,cartao_debito,entregue,False,,2026-06-12 18:03:00+00:00
1261,4281,1198,2026-03-02 09:50:00+00:00,695.07,44.12,57.54,681.65,boleto,entregue,True,,2026-03-02 09:50:00+00:00
1262,4284,527,2026-05-10 16:16:00+00:00,1001.88,20.69,1527.09,1.0,cartao_debito,entregue,False,,2026-05-10 16:16:00+00:00
1263,4285,854,2026-04-28 06:21:00+00:00,794.97,35.22,60.67,769.52,cartao_debito,entregue,True,,2026-04-28 06:21:00+00:00
1264,4286,165,2026-03-02 10:42:00+00:00,78.59,41.4,0.0,119.99,boleto,entregue,False,,2026-03-02 10:42:00+00:00
1265,4288,697,2026-05-20 17:56:00+00:00,0.0,41.56,0.0,41.56,pix,confirmado,False,,2026-05-20 17:56:00+00:00
1266,4290,398,2026-02-08 11:59:00+00:00,331.2,36.29,0.0,367.49,pix,enviado,False,,2026-02-08 11:59:00+00:00
1267,4298,1094,2026-06-21 20:17:00+00:00,353.95,34.67,0.0,388.62,cartao_debito,confirmado,False,,2026-06-21 20:17:00+00:00
1268,4299,1482,2026-04-22 22:37:00+00:00,111.63,11.75,0.0,123.38,boleto,entregue,False,,2026-04-22 22:37:00+00:00
1269,4300,1106,2026-05-16 00:45:00+00:00,679.74,43.65,0.0,723.39,cartao_credito,entregue,True,3682,2026-05-16 00:45:00+00:00
1270,4307,1226,2026-01-01 09:48:00+00:00,318.22,21.82,29.59,310.45,cartao_debito,entregue,True,,2026-01-01 09:48:00+00:00
1271,4308,919,2026-01-15 15:33:00+00:00,557.67,43.06,37.02,563.71,cartao_credito,enviado,True,,2026-01-15 15:33:00+00:00
